ID,Latitude,Longitude,Element,Firstyear,Lastyear
USW00014821, 39.9914, -82.8808,ACMH,1965,1996
USW00014821, 39.9914, -82.8808,ACSC,1996,1996
USW00014821, 39.9914, -82.8808,ACSH,1965,1996
USW00014821, 39.9914, -82.8808,AWND,1984,2019
USW00014821, 39.9914, -82.8808,PSUN,1965,1983
USW00014822, 42.4092, -83.0100,ACMH,1965,1966
USW00014822, 42.4092, -83.0100,ACSH,1965,1978
USW00014822, 42.4092, -83.0100,AWND,1984,2019
USW00014822, 42.4092, -83.0100,PSUN,1965,1966
USW00014825, 41.0136, -83.6686,AWND,2000,2019
USW00014826, 42.9667, -83.7494,ACMH,1965,1995
USW00014826, 42.9667, -83.7494,ACSH,1965,1995
USW00014826, 42.9667, -83.7494,AWND,1984,2019
USW00014827, 40.9706, -85.2064,ACMH,1965,1996
USW00014827, 40.9706, -85.2064,ACSH,1965,1996
USW00014827, 40.9706, -85.2064,AWND,1984,2019
USW00014827, 40.9706, -85.2064,PSUN,1965,1983
USW00014829, 41.5272, -85.7922,AWND,1998,2019
USW00014833, 42.2667, -84.4667,AWND,2000,2019
USW00014835, 40.4122, -86.9369,ACMH,1985,1989
USW00014835, 40.4122, -86.9369,ACSH,1985,1989
USW00014835, 40.4122, -86.9369,AWND,1998,2019
USW00014835, 40.4122, -86.9369,PSUN,2015,2015
USW00014836, 42.7803, -84.5789,ACMH,1965,1996
USW00014836, 42.7803, -84.5789,ACSH,1965,1996
USW00014836, 42.7803, -84.5789,AWND,1984,2019
USW00014836, 42.7803, -84.5789,PSUN,1965,2014
USW00014837, 43.1406, -89.3453,ACMH,1965,1996
USW00014837, 43.1406, -89.3453,ACSH,1965,1996
USW00014837, 43.1406, -89.3453,AWND,1984,2019
USW00014837, 43.1406, -89.3453,PSUN,1965,1983
USW00014838, 46.5458, -87.3794,ACMH,1973,1973
USW00014838, 46.5458, -87.3794,ACSH,1965,1978
USW00014838, 46.5458, -87.3794,PSUN,1965,1978
USW00014839, 42.9550, -87.9044,ACMH,1965,1995
USW00014839, 42.9550, -87.9044,ACSH,1965,1995
USW00014839, 42.9550, -87.9044,AWND,1984,2019
USW00014839, 42.9550, -87.9044,PSUN,1965,1983
USW00014840, 43.1711, -86.2367,ACMH,1965,1994
USW00014840, 43.1711, -86.2367,ACSH,1965,1996
USW00014840, 43.1711, -86.2367,AWND,1984,2019
USW00014840, 43.1711, -86.2367,PSUN,2014,2014
USW00014841, 45.5644, -84.7928,AWND,2000,2019
USW00014842, 40.6675, -89.6839,ACMH,1965,1995
USW00014842, 40.6675, -89.6839,ACSH,1965,1995
USW00014842, 40.6675, -89.6839,AWND,1984,2019
USW00014842, 40.6675, -89.6839,PSUN,1965,1983
USW00014845, 43.5331, -84.0797,ACMH,1965,1979
USW00014845, 43.5331, -84.0797,ACSH,1965,1979
USW00014845, 43.5331, -84.0797,AWND,1998,2019
USW00014847, 46.4794, -84.3572,ACMH,1965,1996
USW00014847, 46.4794, -84.3572,ACSH,1965,1996
USW00014847, 46.4794, -84.3572,AWND,1984,2019
USW00014847, 46.4794, -84.3572,PSUN,1965,1983
USW00014848, 41.7072, -86.3164,ACMH,1965,1996
USW00014848, 41.7072, -86.3164,ACSH,1965,1996
USW00014848, 41.7072, -86.3164,AWND,1984,2019
USW00014848, 41.7072, -86.3164,PSUN,1968,1968
USW00014850, 44.7408, -85.5825,ACSH,1983,1983
USW00014850, 44.7408, -85.5825,AWND,1984,2019
USW00014852, 41.2544, -80.6739,ACMH,1965,1995
USW00014852, 41.2544, -80.6739,ACSH,1965,1995
USW00014852, 41.2544, -80.6739,AWND,1984,2019
USW00014852, 41.2544, -80.6739,PSUN,2014,2014
USW00014853, 42.2333, -83.5333,ACMH,1965,1966
USW00014853, 42.2333, -83.5333,ACSH,1965,1968
USW00014853, 42.2333, -83.5333,AWND,1999,2019
USW00014855, 42.0833, -87.8333,ACMH,1965,1975
USW00014855, 42.0833, -87.8333,ACSH,1965,1975
USW00014855, 42.0833, -87.8333,AWND,1986,1995
USW00014856, 42.1000, -83.1667,ACSH,1965,1969
USW00014858, 47.1686, -88.4889,AWND,2000,2019
USW00014860, 42.0800, -80.1825,ACMH,1965,1995
USW00014860, 42.0800, -80.1825,ACSH,1965,1995
USW00014860, 42.0800, -80.1825,AWND,1984,2019
USW00014861, 40.4500, -80.0000,PSUN,1965,1979
USW00014880, 42.4167, -87.8667,AWND,1999,2019
USW00014891, 40.8203, -82.5178,ACMH,1965,1983
USW00014891, 40.8203, -82.5178,ACSH,1965,1994
USW00014891, 40.8203, -82.5178,AWND,1984,2019
USW00014894, 40.1764, -80.6472,AWND,1998,2019
USW00014894, 40.1764, -80.6472,PSUN,2014,2016
USW00014895, 40.9167, -81.4333,ACMH,1965,1995
USW00014895, 40.9167, -81.4333,ACSH,1965,1995
USW00014895, 40.9167, -81.4333,AWND,1984,2019
USW00014897, 44.9258, -89.6256,AWND,2000,2019
USW00014898, 44.4983, -88.1111,ACMH,1965,1996
USW00014898, 44.4983, -88.1111,ACSH,1965,1996
USW00014898, 44.4983, -88.1111,AWND,1984,2019
USW00014898, 44.4983, -88.1111,PSUN,1965,2009
USW00014910, 45.8678, -95.3942,AWND,1998,2019
USW00014913, 46.8369, -92.2097,ACMH,1965,1996
USW00014913, 46.8369, -92.2097,ACSH,1965,1996
USW00014913, 46.8369, -92.2097,AWND,1984,2019
USW00014913, 46.8369, -92.2097,PSUN,1965,1983
USW00014914, 46.9253, -96.8111,ACMH,1965,1995
USW00014914, 46.9253, -96.8111,ACSH,1965,1995
USW00014914, 46.9253, -96.8111,AWND,1984,2019
USW00014914, 46.9253, -96.8111,PSUN,1965,1983
USW00014916, 47.9428, -97.1839,AWND,1995,2019
USW00014918, 48.5614, -93.3981,ACMH,1965,1996
USW00014918, 48.5614, -93.3981,ACSH,1965,1996
USW00014918, 48.5614, -93.3981,AWND,1984,2019
USW00014919, 46.9258, -98.6692,AWND,2000,2019
USW00014919, 46.9258, -98.6692,PSUN,2015,2015
USW00014920, 43.8789, -91.2528,ACMH,1965,1968
USW00014920, 43.8789, -91.2528,ACSH,1965,1968
USW00014920, 43.8789, -91.2528,AWND,1984,2019
USW00014921, 43.2119, -90.1814,AWND,2000,2019
USW00014922, 44.8831, -93.2289,ACMH,1965,1996
USW00014922, 44.8831, -93.2289,ACSH,1965,1996
USW00014922, 44.8831, -93.2289,AWND,1984,2019
USW00014922, 44.8831, -93.2289,PSUN,1965,1983
USW00014923, 41.4653, -90.5233,ACMH,1965,1995
USW00014923, 41.4653, -90.5233,ACSH,1965,1995
USW00014923, 41.4653, -90.5233,AWND,1984,2019
USW00014923, 41.4653, -90.5233,PSUN,1965,1983
USW00014925, 43.9042, -92.4917,ACMH,1965,1996
USW00014925, 43.9042, -92.4917,ACSH,1965,1996
USW00014925, 43.9042, -92.4917,AWND,1984,2019
USW00014926, 45.5433, -94.0514,ACMH,1976,1981
USW00014926, 45.5433, -94.0514,ACSH,1965,1995
USW00014926, 45.5433, -94.0514,AWND,1984,2019
USW00014926, 45.5433, -94.0514,PSUN,1981,1981
USW00014927, 44.9319, -93.0556,AWND,1998,2019
USW00014929, 45.4558, -98.4131,ACMH,1965,1988
USW00014929, 45.4558, -98.4131,ACSH,1965,1994
USW00014929, 45.4558, -98.4131,AWND,1984,2019
USW00014929, 45.4558, -98.4131,PSUN,2008,2009
USW00014931, 40.7833, -91.1253,ACMH,1965,1980
USW00014931, 40.7833, -91.1253,ACSH,1965,1980
USW00014931, 40.7833, -91.1253,AWND,1995,2019
USW00014933, 41.5339, -93.6531,ACMH,1965,1995
USW00014933, 41.5339, -93.6531,ACSH,1965,1995
USW00014933, 41.5339, -93.6531,AWND,1984,2019
USW00014933, 41.5339, -93.6531,PSUN,1965,2015
USW00014935, 40.9611, -98.3136,ACMH,1965,1992
USW00014935, 40.9611, -98.3136,ACSH,1965,1992
USW00014935, 40.9611, -98.3136,AWND,1984,2019
USW00014936, 44.3981, -98.2231,ACMH,1965,1996
USW00014936, 44.3981, -98.2231,ACSH,1965,1996
USW00014936, 44.3981, -98.2231,AWND,1984,2019
USW00014936, 44.3981, -98.2231,PSUN,1965,1983
USW00014937, 41.6328, -91.5431,AWND,1998,2019
USW00014938, 40.0972, -92.5433,AWND,1998,2019
USW00014938, 40.0972, -92.5433,PSUN,2014,2015
USW00014939, 40.8508, -96.7475,ACMH,1972,1992
USW00014939, 40.8508, -96.7475,ACSH,1972,1992
USW00014939, 40.8508, -96.7475,AWND,1984,2019
USW00014939, 40.8508, -96.7475,PSUN,1972,1983
USW00014940, 43.1544, -93.3269,ACMH,1987,1994
USW00014940, 43.1544, -93.3269,ACSH,1977,1994
USW00014940, 43.1544, -93.3269,AWND,1984,2019
USW00014940, 43.1544, -93.3269,PSUN,2016,2016
USW00014941, 41.9856, -97.4353,ACMH,1976,1996
USW00014941, 41.9856, -97.4353,ACSH,1965,1996
USW00014941, 41.9856, -97.4353,AWND,1984,2019
USW00014942, 41.3103, -95.8992,ACMH,1965,1994
USW00014942, 41.3103, -95.8992,ACSH,1965,1994
USW00014942, 41.3103, -95.8992,AWND,1984,2019
USW00014942, 41.3103, -95.8992,PSUN,1965,1977
USW00014943, 42.3914, -96.3792,ACMH,1965,1995
USW00014943, 42.3914, -96.3792,ACSH,1965,1995
USW00014943, 42.3914, -96.3792,AWND,1984,2019
USW00014943, 42.3914, -96.3792,PSUN,1965,1983
USW00014944, 43.5878, -96.7289,ACMH,1965,1996
USW00014944, 43.5878, -96.7289,ACSH,1965,1996
USW00014944, 43.5878, -96.7289,AWND,1984,2019
USW00014944, 43.5878, -96.7289,PSUN,1969,2009
USW00014946, 44.9047, -97.1494,AWND,1994,2019
USW00014950, 41.1078, -92.4467,ACMH,1986,1994
USW00014950, 41.1078, -92.4467,ACSH,1986,1994
USW00014950, 41.1078, -92.4467,AWND,2000,2019
USW00014950, 41.1078, -92.4467,PSUN,2015,2016
USW00014971, 40.8233, -96.7025,ACSH,1965,1972
USW00014971, 40.8233, -96.7025,PSUN,1965,1972
USW00014972, 43.1644, -95.2017,AWND,1998,2019
USW00014990, 41.8833, -91.7167,ACMH,1987,1994
USW00014990, 41.8833, -91.7167,ACSH,1987,1994
USW00014990, 41.8833, -91.7167,AWND,1998,2019
USW00014991, 44.8664, -91.4878,AWND,1984,2019
USW00014992, 44.5483, -95.0803,AWND,2000,2019
USW00021504, 19.7192,-155.0531,ACMH,1965,1997
USW00021504, 19.7192,-155.0531,ACSH,1965,1997
USW00021504, 19.7192,-155.0531,AWND,1984,2019
USW00021504, 19.7192,-155.0531,PSUN,1965,2006
USW00021508, 19.7600,-155.5536,AWND,2006,2013
USW00021510, 19.7356,-156.0489,AWND,1998,2019
USW00022010, 29.3783,-100.9269,ACMH,1965,1979
USW00022010, 29.3783,-100.9269,ACSH,1965,1979
USW00022010, 29.3783,-100.9269,AWND,1996,2019
USW00022501, 22.0333,-159.7833,AWND,1986,2015
USW00022514, 21.3167,-158.0667,ACMH,1965,1975
USW00022514, 21.3167,-158.0667,ACSH,1965,1975
USW00022514, 21.3167,-158.0667,AWND,1986,1998
USW00022516, 20.8997,-156.4286,ACMH,1980,1989
USW00022516, 20.8997,-156.4286,ACSH,1965,1997
USW00022516, 20.8997,-156.4286,AWND,1984,2019
USW00022516, 20.8997,-156.4286,PSUN,1965,1983
USW00022519, 21.4500,-157.7833,ACMH,1965,1978
USW00022519, 21.4500,-157.7833,ACSH,1965,1978
USW00022519, 21.4500,-157.7833,AWND,1986,2018
USW00022521, 21.3239,-157.9294,ACMH,1965,1998
USW00022521, 21.3239,-157.9294,ACSH,1965,1998
USW00022521, 21.3239,-157.9294,AWND,1984,2019
USW00022521, 21.3239,-157.9294,PSUN,1965,1983
USW00022534, 21.1544,-157.0961,AWND,1999,2019
USW00022536, 21.9839,-159.3405,ACMH,1965,1997
USW00022536, 21.9839,-159.3405,ACSH,1965,1997
USW00022536, 21.9839,-159.3405,AWND,1984,2019
USW00022536, 21.9839,-159.3405,PSUN,1965,2010
USW00022551, 21.3167,-158.0667,AWND,1999,2019
USW00023007, 34.4272,-100.2831,AWND,1996,2019
USW00023009, 33.3075,-104.5083,ACMH,1973,1982
USW00023009, 33.3075,-104.5083,ACSH,1973,1982
USW00023009, 33.3075,-104.5083,AWND,1984,2019
USW00023009, 33.3075,-104.5083,PSUN,1973,1982
USW00023023, 31.9433,-102.1889,ACMH,1965,1996
USW00023023, 31.9433,-102.1889,ACSH,1965,1996
USW00023023, 31.9433,-102.1889,AWND,1984,2019
USW00023023, 31.9433,-102.1889,PSUN,1980,1983
USW00023034, 31.3711,-100.4922,ACMH,1965,1996
USW00023034, 31.3711,-100.4922,ACSH,1965,1996
USW00023034, 31.3711,-100.4922,AWND,1984,2019
USW00023040, 31.7800,-103.2017,AWND,2000,2019
USW00023042, 33.6542,-101.8136,ACMH,1965,1995
USW00023042, 33.6542,-101.8136,ACSH,1965,1995
USW00023042, 33.6542,-101.8136,AWND,1984,2019
USW00023042, 33.6542,-101.8136,PSUN,1972,2016
USW00023043, 33.4000,-104.5333,ACMH,1965,1969
USW00023043, 33.4000,-104.5333,ACSH,1965,1969
USW00023043, 33.4000,-104.5333,PSUN,1965,1972
USW00023044, 31.8111,-106.3758,ACMH,1965,1995
USW00023044, 31.8111,-106.3758,ACSH,1965,1995
USW00023044, 31.8111,-106.3758,AWND,1984,2019
USW00023044, 31.8111,-106.3758,PSUN,1965,1983
USW00023047, 35.2333,-101.7089,ACMH,1965,1992
USW00023047, 35.2333,-101.7089,ACSH,1965,1992
USW00023047, 35.2333,-101.7089,AWND,1984,2019
USW00023047, 35.2333,-101.7089,PSUN,1965,1983
USW00023048, 35.1822,-103.6031,AWND,2000,2019
USW00023049, 35.6169,-106.0889,AWND,1998,2019
USW00023050, 35.0419,-106.6156,ACMH,1965,1996
USW00023050, 35.0419,-106.6156,ACSH,1965,1996
USW00023050, 35.0419,-106.6156,AWND,1984,2019
USW00023050, 35.0419,-106.6156,PSUN,1965,1983
USW00023051, 36.4486,-103.1539,ACSH,1965,1975
USW00023051, 36.4486,-103.1539,AWND,1984,2019
USW00023052, 36.7414,-104.5022,ACSH,1965,1968
USW00023052, 36.7414,-104.5022,AWND,1998,2019
USW00023054, 35.6542,-105.1419,AWND,1994,2019
USW00023055, 31.8311,-104.8089,AWND,1999,2019
USW00023061, 37.4389,-105.8614,ACMH,1975,1984
USW00023061, 37.4389,-105.8614,ACSH,1965,1992
USW00023061, 37.4389,-105.8614,AWND,1984,2019
USW00023062, 39.7633,-104.8694,ACMH,1965,1995
USW00023062, 39.7633,-104.8694,ACSH,1965,1995
USW00023062, 39.7633,-104.8694,AWND,1984,1995
USW00023062, 39.7633,-104.8694,PSUN,1965,1983
USW00023063, 39.6500,-106.9167,AWND,1984,1994
USW00023064, 37.9272,-100.7247,ACMH,1987,1994
USW00023064, 37.9272,-100.7247,ACSH,1987,1994
USW00023064, 37.9272,-100.7247,AWND,1998,2019
USW00023065, 39.3669,-101.7000,ACMH,1965,1992
USW00023065, 39.3669,-101.7000,ACSH,1965,1992
USW00023065, 39.3669,-101.7000,AWND,1984,2019
USW00023066, 39.1342,-108.5400,ACMH,1965,1996
USW00023066, 39.1342,-108.5400,ACSH,1965,1996
USW00023066, 39.1342,-108.5400,AWND,1984,2019
USW00023066, 39.1342,-108.5400,PSUN,1965,1983
USW00023067, 38.0494,-103.5122,AWND,1998,2019
USW00023070, 37.2622,-104.3378,AWND,2001,2019
USW00023078, 32.2622,-107.7206,AWND,2000,2019
USW00023081, 35.5144,-108.7939,AWND,1984,2019
USW00023090, 36.7436,-108.2292,ACMH,1972,1972
USW00023090, 36.7436,-108.2292,ACSH,1972,1972
USW00023090, 36.7436,-108.2292,AWND,1998,2019
USW00023090, 36.7436,-108.2292,PSUN,1972,1972
USW00023091, 30.9119,-102.9167,AWND,1998,2019
USW00023110, 36.3333,-119.9500,ACMH,1965,1975
USW00023110, 36.3333,-119.9500,ACSH,1965,1975
USW00023110, 36.3333,-119.9500,AWND,1986,2019
USW00023129, 33.8117,-118.1464,ACMH,1965,1986
USW00023129, 33.8117,-118.1464,ACSH,1965,1996
USW00023129, 33.8117,-118.1464,AWND,1984,2019
USW00023130, 34.2097,-118.4892,AWND,1998,2019
USW00023136, 34.2167,-119.0833,AWND,1999,2019
USW00023141, 36.5833,-115.6833,AWND,2006,2012
USW00023152, 34.2006,-118.3575,AWND,1998,2019
USW00023153, 38.0511,-117.0903,AWND,1989,2019
USW00023154, 39.2953,-114.8467,ACMH,1965,1991
USW00023154, 39.2953,-114.8467,ACSH,1965,1994
USW00023154, 39.2953,-114.8467,AWND,1984,2019
USW00023154, 39.2953,-114.8467,PSUN,1965,1983
USW00023155, 35.4344,-119.0542,ACMH,1965,1983
USW00023155, 35.4344,-119.0542,ACSH,1965,1995
USW00023155, 35.4344,-119.0542,AWND,1984,2019
USW00023157, 37.3711,-118.3581,ACSH,1965,1983
USW00023157, 37.3711,-118.3581,AWND,1984,2019
USW00023158, 33.6186,-114.7142,AWND,2000,2019
USW00023159, 37.7064,-112.1456,AWND,2000,2019
USW00023160, 32.1314,-110.9553,ACMH,1965,1995
USW00023160, 32.1314,-110.9553,ACSH,1965,1995
USW00023160, 32.1314,-110.9553,AWND,1984,2019
USW00023160, 32.1314,-110.9553,PSUN,1965,2016
USW00023161, 34.8536,-116.7858,AWND,1984,2019
USW00023169, 36.0719,-115.1633,ACMH,1965,1995
USW00023169, 36.0719,-115.1633,ACSH,1965,1995
USW00023169, 36.0719,-115.1633,AWND,1984,2019
USW00023169, 36.0719,-115.1633,PSUN,1965,1983
USW00023174, 33.9381,-118.3889,ACMH,1965,1997
USW00023174, 33.9381,-118.3889,ACSH,1965,1997
USW00023174, 33.9381,-118.3889,AWND,1984,2019
USW00023176, 38.4167,-113.0167,AWND,1998,2019
USW00023179, 34.7675,-114.6189,AWND,2001,2019
USW00023182, 34.6294,-118.0836,AWND,1998,2019
USW00023183, 33.4278,-112.0039,ACMC,1994,1995
USW00023183, 33.4278,-112.0039,ACMH,1965,1994
USW00023183, 33.4278,-112.0039,ACSC,1994,1995
USW00023183, 33.4278,-112.0039,ACSH,1965,1994
USW00023183, 33.4278,-112.0039,AWND,1984,2019
USW00023183, 33.4278,-112.0039,PSUN,1965,1983
USW00023184, 34.6517,-112.4208,AWND,1984,2019
USW00023185, 39.4839,-119.7711,ACMH,1965,1995
USW00023185, 39.4839,-119.7711,ACSH,1965,1995
USW00023185, 39.4839,-119.7711,AWND,1984,2019
USW00023185, 39.4839,-119.7711,PSUN,1965,1983
USW00023187, 34.7436,-118.7242,ACSH,1965,1979
USW00023187, 34.7436,-118.7242,AWND,1998,2019
USW00023188, 32.7336,-117.1831,ACMH,1965,1996
USW00023188, 32.7336,-117.1831,ACSH,1965,1996
USW00023188, 32.7336,-117.1831,AWND,1984,2019
USW00023188, 32.7336,-117.1831,PSUN,1965,1983
USW00023190, 34.4258,-119.8425,AWND,1984,2019
USW00023191, 33.4050,-118.4158,ACMH,1965,1976
USW00023191, 33.4050,-118.4158,ACSH,1965,1976
USW00023191, 33.4050,-118.4158,AWND,2000,2019
USW00023194, 35.0281,-110.7208,ACMH,1965,1979
USW00023194, 35.0281,-110.7208,ACSH,1965,1979
USW00023194, 35.0281,-110.7208,AWND,1995,2019
USW00023195, 32.6667,-114.6000,ACMH,1965,1989
USW00023195, 32.6667,-114.6000,ACSH,1965,1989
USW00023195, 32.6667,-114.6000,PSUN,1965,1983
USW00023199, 32.8167,-115.6833,AWND,1998,2019
USW00023213, 38.5039,-122.8103,AWND,1998,2019
USW00023225, 39.2775,-120.7103,ACMH,1985,1985
USW00023225, 39.2775,-120.7103,ACSH,1965,1988
USW00023225, 39.2775,-120.7103,AWND,1984,2019
USW00023230, 37.7214,-122.2208,ACMH,1965,1980
USW00023230, 37.7214,-122.2208,ACSH,1965,1980
USW00023230, 37.7214,-122.2208,AWND,2000,2019
USW00023232, 38.5069,-121.4950,ACMH,1965,1996
USW00023232, 38.5069,-121.4950,ACSH,1965,1998
USW00023232, 38.5069,-121.4950,AWND,1984,2019
USW00023232, 38.5069,-121.4950,PSUN,1965,1983
USW00023233, 36.6636,-121.6081,AWND,1998,2019
USW00023234, 37.6197,-122.3647,ACMH,1965,1996
USW00023234, 37.6197,-122.3647,ACSH,1965,1996
USW00023234, 37.6197,-122.3647,AWND,1984,2019
USW00023237, 37.8892,-121.2258,ACMH,1965,1996
USW00023237, 37.8892,-121.2258,ACSH,1965,1996
USW00023237, 37.8892,-121.2258,AWND,1984,2019
USW00023239, 37.7333,-122.3167,ACMH,1965,1975
USW00023239, 37.7333,-122.3167,ACSH,1965,1975
USW00023239, 37.7333,-122.3167,AWND,1986,1996
USW00023240, 37.4000,-121.1333,AWND,1986,1987
USW00023244, 37.4058,-122.0481,ACMH,1965,1975
USW00023244, 37.4058,-122.0481,ACSH,1965,1975
USW00023244, 37.4058,-122.0481,AWND,1986,2019
USW00023245, 36.6000,-121.8667,ACSH,1969,1969
USW00023254, 37.9917,-122.0550,AWND,1999,2019
USW00023257, 37.2847,-120.5128,AWND,1998,2019
USW00023258, 37.6242,-120.9506,AWND,1998,2019
USW00023259, 36.5881,-121.8453,AWND,1998,2019
USW00023272, 37.7706,-122.4269,PSUN,1965,1974
USW00023273, 34.8994,-120.4486,ACMH,1984,1984
USW00023273, 34.8994,-120.4486,ACSH,1965,1994
USW00023273, 34.8994,-120.4486,AWND,1984,2019
USW00023275, 39.1258,-123.2008,AWND,2001,2019
USW00023277, 36.9358,-121.7886,AWND,1998,2019
USW00023285, 37.6928,-121.8144,AWND,1998,2019
USW00023293, 37.3592,-121.9239,AWND,1998,2019
USW00024011, 46.7708,-100.7603,ACMH,1965,1996
USW00024011, 46.7708,-100.7603,ACSH,1965,1996
USW00024011, 46.7708,-100.7603,AWND,1984,2019
USW00024011, 46.7708,-100.7603,PSUN,1965,2015
USW00024012, 46.7994,-102.7972,AWND,2000,2019
USW00024012, 46.7994,-102.7972,PSUN,2014,2018
USW00024013, 48.2553,-101.2733,AWND,1984,2019
USW00024013, 48.2553,-101.2733,PSUN,2016,2016
USW00024015, 40.1667,-103.2167,AWND,1996,2019
USW00024017, 42.8375,-103.0953,AWND,2000,2019
USW00024017, 42.8375,-103.0953,PSUN,2018,2018
USW00024018, 41.1519,-104.8061,ACMC,1995,1996
USW00024018, 41.1519,-104.8061,ACMH,1965,1995
USW00024018, 41.1519,-104.8061,ACSC,1995,1996
USW00024018, 41.1519,-104.8061,ACSH,1965,1995
USW00024018, 41.1519,-104.8061,AWND,1984,2019
USW00024018, 41.1519,-104.8061,PSUN,1965,2018
USW00024021, 42.8153,-108.7261,ACMH,1965,1996
USW00024021, 42.8153,-108.7261,ACSH,1965,1996
USW00024021, 42.8153,-108.7261,AWND,1984,2019
USW00024021, 42.8153,-108.7261,PSUN,1965,1983
USW00024022, 41.3119,-105.6747,ACSH,1976,1976
USW00024022, 41.3119,-105.6747,AWND,2000,2019
USW00024022, 41.3119,-105.6747,PSUN,2018,2018
USW00024023, 41.1214,-100.6694,ACMH,1965,1996
USW00024023, 41.1214,-100.6694,ACSH,1965,1996
USW00024023, 41.1214,-100.6694,AWND,1984,2019
USW00024023, 41.1214,-100.6694,PSUN,1965,2014
USW00024024, 44.0511,-101.6011,AWND,1998,2019
USW00024025, 44.3814,-100.2856,AWND,1984,2019
USW00024027, 41.5944,-109.0528,AWND,1984,2019
USW00024028, 41.8706,-103.5931,ACMH,1965,1995
USW00024028, 41.8706,-103.5931,ACSH,1965,1995
USW00024028, 41.8706,-103.5931,AWND,1984,2019
USW00024028, 41.8706,-103.5931,PSUN,2018,2018
USW00024029, 44.7694,-106.9689,ACMH,1977,1977
USW00024029, 44.7694,-106.9689,ACSH,1965,1996
USW00024029, 44.7694,-106.9689,AWND,1984,2019
USW00024029, 44.7694,-106.9689,PSUN,1965,2017
USW00024030, 41.1014,-102.9847,AWND,1994,2019
USW00024030, 41.1014,-102.9847,PSUN,2016,2018
USW00024032, 42.8783,-100.5500,ACMH,1969,1973
USW00024032, 42.8783,-100.5500,ACSH,1965,1995
USW00024032, 42.8783,-100.5500,AWND,1984,2019
USW00024032, 42.8783,-100.5500,PSUN,1965,1983
USW00024033, 45.8069,-108.5422,ACMH,1965,1995
USW00024033, 45.8069,-108.5422,ACSH,1965,1995
USW00024033, 45.8069,-108.5422,AWND,1984,2019
USW00024033, 45.8069,-108.5422,PSUN,1965,2015
USW00024036, 47.0492,-109.4578,AWND,1984,2019
USW00024037, 46.4267,-105.8825,AWND,1984,2019
USW00024044, 42.0572,-102.8000,AWND,1998,2019
USW00024044, 42.0572,-102.8000,PSUN,2018,2018
USW00024046, 40.4953,-107.5211,AWND,1998,2019
USW00024048, 44.5169,-108.0822,AWND,1998,2019
USW00024057, 41.8056,-107.1997,AWND,1994,2019
USW00024057, 41.8056,-107.1997,PSUN,2017,2018
USW00024061, 43.0661,-108.4767,AWND,1998,2019
USW00024062, 43.9658,-107.9508,AWND,1994,2019
USW00024089, 42.8975,-106.4636,ACMH,1965,1996
USW00024089, 42.8975,-106.4636,ACSH,1965,1996
USW00024089, 42.8975,-106.4636,AWND,1984,2019
USW00024090, 44.0433,-103.0536,ACMH,1965,1995
USW00024090, 44.0433,-103.0536,ACSH,1965,1995
USW00024090, 44.0433,-103.0536,AWND,1984,2019
USW00024090, 44.0433,-103.0536,PSUN,1965,1983
USW00024091, 40.5100,-101.6200,AWND,2000,2019
USW00024110, 47.2078,-119.3192,AWND,1998,2019
USW00024110, 47.2078,-119.3192,PSUN,2014,2019
USW00024112, 47.5167,-111.1833,AWND,2004,2014
USW00024121, 40.8289,-115.7886,ACMH,1965,1980
USW00024121, 40.8289,-115.7886,ACSH,1965,1992
USW00024121, 40.8289,-115.7886,AWND,1984,2019
USW00024126, 41.1961,-112.0114,AWND,1998,2019
USW00024127, 40.7781,-111.9694,ACMH,1965,1998
USW00024127, 40.7781,-111.9694,ACSH,1965,1998
USW00024127, 40.7781,-111.9694,AWND,1984,2019
USW00024127, 40.7781,-111.9694,PSUN,1965,1983
USW00024128, 40.9017,-117.8081,ACMH,1965,1989
USW00024128, 40.9017,-117.8081,ACSH,1965,1994
USW00024128, 40.9017,-117.8081,AWND,1984,2019
USW00024128, 40.9017,-117.8081,PSUN,1965,1983
USW00024130, 44.8428,-117.8086,AWND,2000,2019
USW00024131, 43.5667,-116.2406,ACMH,1965,1995
USW00024131, 43.5667,-116.2406,ACSH,1965,1995
USW00024131, 43.5667,-116.2406,AWND,1984,2019
USW00024131, 43.5667,-116.2406,PSUN,1965,1983
USW00024132, 45.7881,-111.1608,AWND,1998,2019
USW00024133, 42.5417,-113.7661,AWND,2000,2019
USW00024134, 43.5833,-119.0500,ACSH,1965,1980
USW00024135, 45.9647,-112.5006,AWND,2000,2019
USW00024137, 48.6033,-112.3753,AWND,1984,2019
USW00024138, 45.2575,-112.5545,AWND,1998,2019
USW00024141, 47.3078,-119.5153,AWND,2001,2019
USW00024141, 47.3078,-119.5153,PSUN,2015,2018
USW00024143, 47.4733,-111.3822,ACMH,1965,1994
USW00024143, 47.4733,-111.3822,ACSH,1965,1994
USW00024143, 47.4733,-111.3822,AWND,1984,2019
USW00024143, 47.4733,-111.3822,PSUN,1965,1983
USW00024144, 46.6056,-111.9636,ACMH,1965,1990
USW00024144, 46.6056,-111.9636,ACSH,1965,1994
USW00024144, 46.6056,-111.9636,AWND,1984,2019
USW00024144, 46.6056,-111.9636,PSUN,1965,1983
USW00024145, 43.5164,-112.0672,AWND,1998,2019
USW00024149, 46.3747,-117.0156,ACSH,1965,1989
USW00024149, 46.3747,-117.0156,AWND,1984,2019
